STD_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore,ReadingScore,WritingScore
8895,male,group B,some college,standard,completed,married,sometimes,yes,3,school_bus,93,91,95
8896,male,group E,some high school,standard,completed,single,sometimes,yes,2,school_bus,93,84,86
8897,male,group B,some college,standard,none,married,regularly,no,1,private,76,70,75
8898,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,83,84,84
8899,male,group B,master's degree,standard,none,married,sometimes,no,3,school_bus,83,74,67
8900,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,private,54,55,51
8901,female,group D,bachelor's degree,standard,none,married,sometimes,yes,2,private,81,77,87
8902,female,group C,some college,standard,none,divorced,regularly,no,1,private,62,75,69
8903,female,group E,some college,standard,completed,married,sometimes,yes,0,private,71,73,80
8904,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,0,school_bus,65,73,77
8905,female,group E,high school,standard,none,single,sometimes,yes,3,school_bus,90,90,95
8906,male,group B,some high school,standard,none,married,regularly,yes,3,private,69,74,65
8907,male,group D,associate's degree,free/reduced,none,divorced,regularly,yes,1,private,70,66,59
8908,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,3,school_bus,49,42,37
8909,male,group E,associate's degree,standard,none,married,sometimes,yes,4,private,88,79,77
8910,male,group B,associate's degree,standard,completed,married,regularly,yes,1,private,69,71,67
8911,male,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,77,59,63
8912,male,group C,high school,standard,none,married,regularly,no,1,private,85,85,81
8913,female,group C,some college,standard,completed,divorced,sometimes,yes,0,school_bus,78,86,90
8914,female,group C,some high school,free/reduced,completed,married,sometimes,no,4,school_bus,52,59,57
8915,female,group B,some high school,free/reduced,none,divorced,never,yes,3,private,51,54,57
8916,male,group B,some college,free/reduced,completed,married,sometimes,no,1,private,81,69,71
8917,male,group A,high school,standard,completed,married,regularly,no,1,private,63,57,53
8918,female,group D,some college,standard,completed,married,sometimes,yes,1,school_bus,84,96,94
8919,male,group B,some college,free/reduced,none,married,sometimes,yes,0,school_bus,52,53,49
8920,male,group D,some college,standard,none,married,regularly,yes,2,school_bus,72,63,68
8921,female,group C,high school,free/reduced,completed,married,sometimes,no,5,private,41,49,58
8922,male,group D,associate's degree,standard,none,married,sometimes,yes,1,private,89,89,82
8923,female,group C,bachelor's degree,standard,none,married,regularly,yes,1,private,58,87,80
8924,female,group E,associate's degree,standard,none,married,never,yes,1,private,72,80,77
8925,female,group B,high school,standard,none,married,sometimes,yes,0,school_bus,69,73,74
8926,male,group E,high school,standard,none,divorced,sometimes,yes,4,school_bus,94,90,85
8927,male,group C,bachelor's degree,standard,completed,divorced,regularly,no,1,school_bus,65,81,73
8928,female,group E,some high school,standard,none,married,sometimes,yes,2,school_bus,83,85,88
8929,female,group D,some high school,standard,none,divorced,sometimes,yes,3,private,74,82,80
8930,male,group C,some college,free/reduced,completed,widowed,regularly,no,3,school_bus,78,71,70
8931,female,group D,some high school,free/reduced,none,married,never,no,1,school_bus,28,43,39
8932,female,group A,some college,standard,none,married,sometimes,no,1,private,77,83,80
8933,male,group C,some high school,free/reduced,none,married,never,yes,0,private,44,46,39
8934,male,group C,some high school,standard,none,married,regularly,yes,2,school_bus,64,63,52
8935,female,group D,some college,standard,none,divorced,regularly,no,3,private,39,42,43
8936,female,group D,some high school,standard,completed,single,regularly,no,2,private,55,62,72
8937,female,group C,associate's degree,free/reduced,none,single,sometimes,no,1,private,56,64,62
8938,female,group C,associate's degree,standard,none,married,regularly,yes,3,private,82,86,89
8939,male,group E,associate's degree,standard,completed,married,sometimes,yes,1,private,80,70,72
8940,male,group D,some high school,standard,none,married,regularly,yes,0,school_bus,44,33,38
8941,female,group B,some high school,standard,none,single,regularly,no,1,private,83,75,78
8942,female,group D,some college,free/reduced,none,married,regularly,no,3,school_bus,55,55,55
8943,male,group D,some high school,standard,none,single,never,no,2,school_bus,87,83,80
8944,female,group C,associate's degree,standard,none,married,sometimes,yes,0,school_bus,36,36,43
8945,male,group C,bachelor's degree,free/reduced,none,divorced,never,yes,0,school_bus,83,77,75
8946,male,group E,high school,standard,completed,single,regularly,yes,2,school_bus,73,73,74
8947,male,group A,some high school,standard,none,single,regularly,yes,1,school_bus,59,58,54
8948,male,group B,some college,standard,none,divorced,regularly,no,4,private,67,75,70
8949,female,group D,high school,standard,none,married,sometimes,yes,3,private,59,66,66
8950,male,group C,associate's degree,free/reduced,none,married,regularly,no,3,school_bus,42,50,39
8951,female,group D,some college,standard,completed,married,regularly,yes,4,private,53,63,73
8952,male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,7,school_bus,71,64,61
8953,male,group C,master's degree,free/reduced,completed,single,sometimes,yes,3,private,71,77,77
8954,female,group C,high school,standard,none,divorced,sometimes,no,4,private,60,62,56
8955,male,group C,some college,standard,none,divorced,regularly,no,3,private,80,72,77
8956,female,group D,high school,standard,none,single,regularly,yes,1,school_bus,75,76,76
8957,male,group E,high school,free/reduced,completed,married,never,no,1,school_bus,70,65,66
8958,female,group D,high school,free/reduced,completed,single,sometimes,no,4,private,61,83,80
8959,female,group C,associate's degree,free/reduced,completed,divorced,regularly,yes,4,school_bus,40,68,68
8960,female,group C,master's degree,free/reduced,none,married,sometimes,yes,0,private,59,61,64
8961,female,group C,master's degree,free/reduced,none,single,regularly,yes,0,school_bus,54,73,67
8962,female,group E,some college,standard,none,married,regularly,yes,4,private,49,55,51
8963,male,group E,high school,standard,none,married,regularly,no,2,school_bus,78,74,67
8964,female,group C,some college,free/reduced,completed,married,never,no,3,private,56,73,73
8965,female,group B,some high school,standard,completed,divorced,never,yes,1,school_bus,51,64,67
8966,female,group C,some high school,free/reduced,completed,married,never,no,2,private,10,31,35
8967,male,group D,high school,standard,completed,single,regularly,yes,3,school_bus,62,58,59
8968,male,group B,bachelor's degree,standard,none,married,regularly,yes,2,private,82,78,78
8969,male,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,42,51,43
8970,male,group D,some high school,standard,completed,married,regularly,yes,1,private,74,76,75
8971,male,group C,high school,standard,completed,single,sometimes,yes,1,private,72,71,70
8972,male,group B,high school,standard,completed,married,regularly,yes,1,private,98,79,84
8973,male,group E,associate's degree,free/reduced,completed,single,regularly,no,2,school_bus,65,63,61
8974,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,62,63,70
8975,female,group C,some high school,standard,none,married,never,yes,3,school_bus,70,87,78
8976,female,group D,some college,standard,none,married,sometimes,yes,1,private,55,65,59
8977,female,group B,associate's degree,standard,completed,married,regularly,yes,2,school_bus,74,90,93
8978,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,32,43,48
8979,male,group D,associate's degree,standard,none,single,regularly,yes,2,private,49,61,55
8980,female,group E,bachelor's degree,standard,none,married,sometimes,yes,4,private,86,84,87
8981,female,group C,high school,free/reduced,completed,married,regularly,yes,3,private,63,61,64
8982,female,group C,associate's degree,free/reduced,none,married,regularly,no,3,school_bus,71,77,73
8983,female,group A,master's degree,free/reduced,none,single,regularly,no,4,private,65,91,86
8984,male,group B,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,96,100,100
8985,male,group C,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,84,77,80
8986,male,group B,bachelor's degree,free/reduced,none,divorced,sometimes,no,2,school_bus,57,47,53
8987,female,group B,some college,standard,none,married,sometimes,no,3,private,69,84,86
8988,male,group D,associate's degree,standard,none,single,never,yes,1,private,51,54,50
8989,male,group B,bachelor's degree,standard,none,divorced,regularly,yes,3,private,78,70,69
8990,female,group C,some high school,standard,completed,married,sometimes,yes,4,private,87,94,92
8991,male,group B,associate's degree,standard,none,single,sometimes,yes,1,private,96,83,86
8992,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,58,61,60
8993,female,group A,some high school,standard,none,married,sometimes,yes,2,school_bus,29,49,43
8994,female,group C,some college,free/reduced,none,married,regularly,no,1,private,57,64,70
8995,male,group C,associate's degree,free/reduced,completed,single,sometimes,no,3,private,69,61,64
8996,male,group E,some high school,standard,none,single,regularly,yes,2,private,93,84,79
8997,female,group B,some high school,standard,completed,married,regularly,yes,1,private,53,69,68
8998,female,group D,some college,standard,completed,single,never,yes,3,school_bus,81,93,97
8999,male,group C,associate's degree,standard,none,single,sometimes,no,4,school_bus,88,83,79
9000,female,group E,some high school,standard,completed,divorced,sometimes,no,4,private,85,95,97
9001,female,group D,associate's degree,standard,none,divorced,regularly,yes,2,school_bus,86,88,90
9002,male,group C,some high school,standard,none,single,regularly,yes,2,school_bus,68,62,59
9003,male,group C,master's degree,standard,completed,single,regularly,yes,1,private,71,69,76
9004,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,4,private,60,59,69
9005,male,group E,master's degree,standard,none,married,sometimes,yes,3,private,100,100,95
9006,female,group D,high school,standard,none,divorced,sometimes,yes,4,school_bus,62,59,61
9007,female,group D,some high school,standard,completed,married,sometimes,yes,3,private,52,55,62
9008,male,group C,high school,free/reduced,none,married,never,yes,1,private,57,59,48
9009,male,group D,some high school,free/reduced,completed,divorced,regularly,yes,3,school_bus,56,50,60
9010,female,group B,high school,free/reduced,completed,divorced,sometimes,yes,2,school_bus,65,70,74
9011,male,group B,high school,free/reduced,completed,single,sometimes,yes,2,private,50,60,56
9012,male,group D,some college,standard,completed,single,sometimes,yes,5,school_bus,69,67,73
9013,male,group B,some college,standard,completed,married,sometimes,yes,1,private,51,42,44
9014,male,group D,master's degree,free/reduced,none,married,sometimes,no,4,school_bus,66,65,58
9015,female,group B,high school,standard,completed,single,sometimes,yes,2,private,77,96,95
9016,male,group E,some college,standard,none,married,sometimes,no,2,school_bus,65,59,54
9017,male,group C,master's degree,standard,completed,married,sometimes,yes,1,school_bus,86,72,80
9018,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,1,school_bus,42,54,52
9019,female,group B,some high school,free/reduced,none,married,sometimes,yes,1,private,37,61,50
9020,male,group C,some college,standard,none,divorced,sometimes,no,3,school_bus,75,73,79
9021,female,group C,some college,standard,none,single,regularly,no,2,school_bus,88,100,93
9022,male,group E,bachelor's degree,standard,completed,single,sometimes,yes,1,school_bus,82,87,86
9023,male,group E,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,81,65,64
